OBJECTID,EVENT_UNIQUE_ID,REPORT_DATE,OCC_DATE,REPORT_YEAR,REPORT_MONTH,REPORT_DAY,REPORT_DOY,REPORT_DOW,REPORT_HOUR,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOY,OCC_DOW,OCC_HOUR,DIVISION,LOCATION_TYPE,PREMISES_TYPE,UCR_CODE,UCR_EXT,OFFENCE,MCI_CATEGORY,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84
3356,GO-2017542097,1490587200000,1490328000000,2017,March,27,86,Monday    ,18,2017.0,March,24.0,83.0,Friday    ,14,D41,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,156,Bendale-Glen Andrew,127,Bendale (127),-79.2660045517524,43.7746606850486
3357,GO-2017539640,1490587200000,1490328000000,2017,March,27,86,Monday    ,9,2017.0,March,24.0,83.0,Friday    ,15,D14,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,164,Wellington Place,77,Waterfront Communities-The Island (77),-79.4011726810825,43.6438064618578
3358,GO-2017542055,1490587200000,1488171600000,2017,March,27,86,Monday    ,15,2017.0,February,27.0,58.0,Monday    ,12,D32,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),-79.4524261229314,43.7143212565835
3359,GO-2017546218,1490673600000,1481173200000,2017,March,28,87,Tuesday   ,9,2016.0,December,8.0,343.0,Thursday  ,12,D55,Universities / Colleges,Educational,2130,210,Theft Over,Theft Over,70,South Riverdale,70,South Riverdale (70),-79.3422768643999,43.6495309866456
3360,GO-2017545171,1490673600000,1490587200000,2017,March,28,87,Tuesday   ,9,2017.0,March,27.0,86.0,Monday    ,17,D22,"Construction Site (Warehouse, Trailer, Shed)",Commercial,2130,210,Theft Over,Theft Over,NSA,NSA,NSA,NSA,-85.4887438847069,0.0
3361,GO-2017544919,1490673600000,1490673600000,2017,March,28,87,Tuesday   ,3,2017.0,March,28.0,87.0,Tuesday   ,3,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2130,210,Theft Over,Theft Over,164,Wellington Place,77,Waterfront Communities-The Island (77),-79.3985060745661,43.6447733212785
3362,GO-2017552531,1490760000000,1490673600000,2017,March,29,88,Wednesday ,8,2017.0,March,28.0,87.0,Tuesday   ,18,D41,"Construction Site (Warehouse, Trailer, Shed)",Commercial,2132,200,Theft From Motor Vehicle Over,Theft Over,122,Birchcliffe-Cliffside,122,Birchcliffe-Cliffside (122),-79.278675268196,43.6809057834933
3363,GO-20179003969,1490760000000,1490241600000,2017,March,29,88,Wednesday ,13,2017.0,March,23.0,82.0,Thursday  ,8,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2130,210,Theft Over,Theft Over,95,Annex,95,Annex (95),-79.4126522974372,43.6655021024762
3364,GO-2017553096,1490760000000,1490414400000,2017,March,29,88,Wednesday ,10,2017.0,March,25.0,84.0,Saturday  ,9,D33,"Hospital / Institutions / Medical Facilities (Clinic, Dentist, Morgue)",Other,2130,210,Theft Over,Theft Over,47,Don Valley Village,47,Don Valley Village (47),-79.3487341772158,43.7790794117589
3365,GO-2017559456,1490846400000,1489896000000,2017,March,30,89,Thursday  ,17,2017.0,March,19.0,78.0,Sunday    ,1,D55,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,62,East End-Danforth,62,East End-Danforth (62),-79.2958956607027,43.6890446981859
3366,GO-2017560508,1490846400000,1490846400000,2017,March,30,89,Thursday  ,12,2017.0,March,30.0,89.0,Thursday  ,2,D52,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.3909951783723,43.6560292957943
3367,GO-2017571326,1491019200000,1490932800000,2017,April,1,91,Saturday  ,4,2017.0,March,31.0,90.0,Friday    ,17,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,36,Newtonbrook West,36,Newtonbrook West (36),-79.4200227426927,43.7807206063987
3368,GO-2017574704,1491019200000,1490155200000,2017,April,1,91,Saturday  ,19,2017.0,March,22.0,81.0,Wednesday ,19,D23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.5907484765291,43.6833320779909
3369,GO-2017574472,1491019200000,1491019200000,2017,April,1,91,Saturday  ,16,2017.0,April,1.0,91.0,Saturday  ,14,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,98,Rosedale-Moore Park,98,Rosedale-Moore Park (98),-79.386690578087,43.6832736455771
3370,GO-2017574331,1491019200000,1491019200000,2017,April,1,91,Saturday  ,17,2017.0,April,1.0,91.0,Saturday  ,15,D55,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,70,South Riverdale,70,South Riverdale (70),-79.3536475633309,43.6587618450344
3371,GO-2017578932,1491105600000,1490328000000,2017,April,2,92,Sunday    ,11,2017.0,March,24.0,83.0,Friday    ,8,D11,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,90,Junction Area,90,Junction Area (90),-79.4569524233348,43.6633807892424
3372,GO-2017578670,1491105600000,1490932800000,2017,April,2,92,Sunday    ,14,2017.0,March,31.0,90.0,Friday    ,20,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2132,200,Theft From Motor Vehicle Over,Theft Over,32,Englemount-Lawrence,32,Englemount-Lawrence (32),-79.4362154288656,43.7196499813847
3373,GO-2017579453,1491105600000,1491105600000,2017,April,2,92,Sunday    ,13,2017.0,April,2.0,92.0,Sunday    ,13,D14,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2130,210,Theft Over,Theft Over,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.4018700131145,43.6510151823153
3374,GO-2017586921,1491192000000,1484024400000,2017,April,3,93,Monday    ,18,2017.0,January,10.0,10.0,Tuesday   ,20,D22,Convenience Stores,Commercial,2130,210,Theft Over,Theft Over,160,Mimico-Queensway,17,Mimico (includes Humber Bay Shores) (17),-79.4961506537563,43.6108434581981
3375,GO-2017589532,1491192000000,1477972800000,2017,April,3,93,Monday    ,23,2016.0,November,1.0,306.0,Tuesday   ,0,D22,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,161,Humber Bay Shores,17,Mimico (includes Humber Bay Shores) (17),-79.4771041966456,43.6257750195157
3376,GO-2017581111,1491192000000,1491105600000,2017,April,3,93,Monday    ,0,2017.0,April,2.0,92.0,Sunday    ,11,D54,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2130,210,Theft Over,Theft Over,44,Flemingdon Park,44,Flemingdon Park (44),-79.3265482528625,43.7177342227808
3377,GO-2017593727,1491278400000,1491278400000,2017,April,4,94,Tuesday   ,15,2017.0,April,4.0,94.0,Tuesday   ,13,D22,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2133,200,Theft Over - Shoplifting,Theft Over,159,Etobicoke City Centre,14,Islington-City Centre West (14),-79.5547088753925,43.6327968217902
3378,GO-2017602178,1491364800000,1491278400000,2017,April,5,95,Wednesday ,19,2017.0,April,4.0,94.0,Tuesday   ,4,D14,Bar / Restaurant,Commercial,2130,210,Theft Over,Theft Over,79,University,79,University (79),-79.4085301257518,43.6653033051871
3379,GO-2017601776,1491364800000,1491364800000,2017,April,5,95,Wednesday ,18,2017.0,April,5.0,95.0,Wednesday ,16,D33,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,149,Parkwoods-O'Connor Hills,45,Parkwoods-Donalda (45),-79.3285131144394,43.7412160143768
3380,GO-2017601313,1491364800000,1491364800000,2017,April,5,95,Wednesday ,16,2017.0,April,5.0,95.0,Wednesday ,13,D11,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,171,Junction-Wallace Emerson,93,Dovercourt-Wallace Emerson-Junction (93),-79.4391713853531,43.6590919827436
3381,GO-2017611205,1491537600000,1491451200000,2017,April,7,97,Friday    ,8,2017.0,April,6.0,96.0,Thursday  ,17,D54,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,62,East End-Danforth,62,East End-Danforth (62),-79.3061173672201,43.6895319251895
3382,GO-2017612514,1491537600000,1491537600000,2017,April,7,97,Friday    ,12,2017.0,April,7.0,97.0,Friday    ,1,D23,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2132,200,Theft From Motor Vehicle Over,Theft Over,6,Kingsview Village-The Westway,6,Kingsview Village-The Westway (6),-79.5412680122208,43.7016587221873
3383,GO-2017611981,1491537600000,1485925200000,2017,April,7,97,Friday    ,10,2017.0,February,1.0,32.0,Wednesday ,0,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,41,Bridle Path-Sunnybrook-York Mills,41,Bridle Path-Sunnybrook-York Mills (41),-79.3861622308726,43.7184711789653
3384,GO-2017622187,1491624000000,1491624000000,2017,April,8,98,Saturday  ,22,2017.0,April,8.0,98.0,Saturday  ,18,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,168,Downtown Yonge East,75,Church-Yonge Corridor (75),-79.3768769141511,43.6497824708644
3385,GO-2017631549,1491796800000,1491710400000,2017,April,10,100,Monday    ,14,2017.0,April,9.0,99.0,Sunday    ,17,D22,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,15,Kingsway South,15,Kingsway South (15),-79.5119703081855,43.6600522803051
3386,GO-2017630197,1491796800000,1491710400000,2017,April,10,100,Monday    ,13,2017.0,April,9.0,99.0,Sunday    ,17,D13,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,101,Forest Hill South,101,Forest Hill South (101),-79.4233307574738,43.6954965900822
3387,GO-2017632131,1491796800000,1491796800000,2017,April,10,100,Monday    ,13,2017.0,April,10.0,100.0,Monday    ,13,D13,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),-79.4514924182078,43.7047556154242
3388,GO-2017633692,1491796800000,1490155200000,2017,April,10,100,Monday    ,17,2017.0,March,22.0,81.0,Wednesday ,12,D51,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,168,Downtown Yonge East,75,Church-Yonge Corridor (75),-79.3764684800726,43.6508457309955
3389,GO-2017631510,1491796800000,1490587200000,2017,April,10,100,Monday    ,11,2017.0,March,27.0,86.0,Monday    ,22,D23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2130,210,Theft Over,Theft Over,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.5730009541078,43.7025738121045
3390,GO-2017634211,1491796800000,1491796800000,2017,April,10,100,Monday    ,19,2017.0,April,10.0,100.0,Monday    ,18,D55,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,70,South Riverdale,70,South Riverdale (70),-79.3341687316724,43.6658536458426
3391,GO-2017633388,1491796800000,1491796800000,2017,April,10,100,Monday    ,16,2017.0,April,10.0,100.0,Monday    ,9,D12,"Dealership (Car, Motorcycle, Marine, Trailer, Etc.)",Commercial,2130,210,Theft Over,Theft Over,110,Keelesdale-Eglinton West,110,Keelesdale-Eglinton West (110),-79.4683429073754,43.6816808526875
3392,GO-2017631932,1491796800000,1454302800000,2017,April,10,100,Monday    ,13,2016.0,February,1.0,32.0,Monday    ,12,D23,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.5855655441826,43.7091719526154
3393,GO-2017638863,1491883200000,1490760000000,2017,April,11,101,Tuesday   ,13,2017.0,March,29.0,88.0,Wednesday ,0,D32,"Private Property Structure (Pool, Shed, Detached Garage)",Other,2130,210,Theft Over,Theft Over,33,Clanton Park,33,Clanton Park (33),-79.4362002908831,43.7379555710741
3394,GO-2017647878,1491969600000,1491969600000,2017,April,12,102,Wednesday ,20,2017.0,April,12.0,102.0,Wednesday ,17,D22,"Open Areas (Lakes, Parks, Rivers)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,161,Humber Bay Shores,17,Mimico (includes Humber Bay Shores) (17),-79.4808218723238,43.6192584413263
3395,GO-2017647549,1491969600000,1491969600000,2017,April,12,102,Wednesday ,19,2017.0,April,12.0,102.0,Wednesday ,17,D22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,85,South Parkdale,85,South Parkdale (85),-79.4731481245299,43.6329650022649
3396,GO-2017645106,1491969600000,1480309200000,2017,April,12,102,Wednesday ,12,2016.0,November,28.0,333.0,Monday    ,0,D51,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,168,Downtown Yonge East,75,Church-Yonge Corridor (75),-79.3746298535819,43.6504680662045
3397,GO-2017648331,1491969600000,1491883200000,2017,April,12,102,Wednesday ,22,2017.0,April,11.0,101.0,Tuesday   ,21,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,123,Cliffcrest,123,Cliffcrest (123),-79.2262539891685,43.7360104045854
3398,GO-2017657155,1492142400000,1491624000000,2017,April,14,104,Friday    ,10,2017.0,April,8.0,98.0,Saturday  ,19,D51,Bar / Restaurant,Commercial,2130,210,Theft Over,Theft Over,168,Downtown Yonge East,75,Church-Yonge Corridor (75),-79.3754467940763,43.6489703579831
3399,GO-20179004689,1492142400000,1492056000000,2017,April,14,104,Friday    ,16,2017.0,April,13.0,103.0,Thursday  ,13,D32,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2133,200,Theft Over - Shoplifting,Theft Over,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),-79.4634461495132,43.71878616848
3400,GO-2017664794,1492228800000,1492228800000,2017,April,15,105,Saturday  ,18,2017.0,April,15.0,105.0,Saturday  ,18,D23,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.6017340441854,43.7184366347877
3401,GO-2017662269,1492228800000,1444622400000,2017,April,15,105,Saturday  ,9,2015.0,October,12.0,285.0,Monday    ,18,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,98,Rosedale-Moore Park,98,Rosedale-Moore Park (98),-79.3762023662294,43.6737534257114
3402,GO-2017669966,1492315200000,1492228800000,2017,April,16,106,Sunday    ,17,2017.0,April,15.0,105.0,Saturday  ,1,D55,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2130,215,Theft Over - Bicycle,Theft Over,70,South Riverdale,70,South Riverdale (70),-79.3512108262612,43.6633851993524
3403,GO-2017675479,1492401600000,1491624000000,2017,April,17,107,Monday    ,17,2017.0,April,8.0,98.0,Saturday  ,17,D51,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,167,Church-Wellesley,75,Church-Yonge Corridor (75),-79.3793341978539,43.6654279991718
3404,GO-2017673268,1492401600000,1491796800000,2017,April,17,107,Monday    ,16,2017.0,April,10.0,100.0,Monday    ,23,D12,Bar / Restaurant,Commercial,2130,210,Theft Over,Theft Over,23,Pelmo Park-Humberlea,23,Pelmo Park-Humberlea (23),-79.5353595688483,43.7103184294286
3405,GO-2017679162,1492488000000,1492401600000,2017,April,18,108,Tuesday   ,10,2017.0,April,17.0,107.0,Monday    ,17,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,105,Lawrence Park North,105,Lawrence Park North (105),-79.4158701839334,43.7323718014549
3406,GO-2017679705,1492488000000,1492401600000,2017,April,18,108,Tuesday   ,11,2017.0,April,17.0,107.0,Monday    ,22,D43,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,142,Woburn North,137,Woburn (137),-79.2307976547008,43.7802621959812
3407,GO-2017680622,1492488000000,1479186000000,2017,April,18,108,Tuesday   ,22,2016.0,November,15.0,320.0,Tuesday   ,12,D54,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,66,Danforth,66,Danforth (66),-79.3182180352206,43.6845172547935
3408,GO-2017679706,1492488000000,1492488000000,2017,April,18,108,Tuesday   ,11,2017.0,April,18.0,108.0,Tuesday   ,10,D32,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2133,200,Theft Over - Shoplifting,Theft Over,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),-79.4515162166738,43.7240306035325
3409,GO-2017679874,1492488000000,1483074000000,2017,April,18,108,Tuesday   ,12,2016.0,December,30.0,365.0,Friday    ,12,D51,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,166,St Lawrence-East Bayfront-The Islands,77,Waterfront Communities-The Island (77),-79.3651159938161,43.6487114480067
3410,GO-2017685768,1492574400000,1483246800000,2017,April,19,109,Wednesday ,10,2017.0,January,1.0,1.0,Sunday    ,0,D31,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,27,York University Heights,27,York University Heights (27),-79.5024395158456,43.774466491799
3411,GO-2017696064,1492660800000,1492574400000,2017,April,20,110,Thursday  ,20,2017.0,April,19.0,109.0,Wednesday ,15,D32,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,50,Newtonbrook East,50,Newtonbrook East (50),-79.4126710954095,43.7813303073789
3412,GO-2017694776,1492660800000,1492488000000,2017,April,20,110,Thursday  ,17,2017.0,April,18.0,108.0,Tuesday   ,17,D33,Schools During Un-Supervised Activity,Educational,2130,210,Theft Over,Theft Over,48,Hillcrest Village,48,Hillcrest Village (48),-79.3473224512298,43.7959323738041
3413,GO-2017694782,1492660800000,1488344400000,2017,April,20,110,Thursday  ,16,2017.0,March,1.0,60.0,Wednesday ,15,D32,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,151,Yonge-Doris,51,Willowdale East (51),-79.4116938218536,43.7704365960497
3414,GO-2017692538,1492660800000,1491710400000,2017,April,20,110,Thursday  ,10,2017.0,April,9.0,99.0,Sunday    ,12,D31,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,27,York University Heights,27,York University Heights (27),-79.5137140948959,43.7718782468128
3415,GO-20179004981,1492660800000,1492228800000,2017,April,20,110,Thursday  ,11,2017.0,April,15.0,105.0,Saturday  ,18,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2133,200,Theft Over - Shoplifting,Theft Over,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.3807554676371,43.6521200974952
3416,GO-20179004976,1492660800000,1492315200000,2017,April,20,110,Thursday  ,7,2017.0,April,16.0,106.0,Sunday    ,7,D32,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,215,Theft Over - Bicycle,Theft Over,39,Bedford Park-Nortown,39,Bedford Park-Nortown (39),-79.4064503560016,43.7430119446519
3417,GO-2017699701,1492747200000,1491796800000,2017,April,21,111,Friday    ,12,2017.0,April,10.0,100.0,Monday    ,19,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,39,Bedford Park-Nortown,39,Bedford Park-Nortown (39),-79.4248931116464,43.7296685738109
3418,GO-2017698574,1492747200000,1492660800000,2017,April,21,111,Friday    ,9,2017.0,April,20.0,110.0,Thursday  ,21,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.3824211080824,43.6517547739066
3419,GO-20179005063,1492747200000,1492228800000,2017,April,21,111,Friday    ,18,2017.0,April,15.0,105.0,Saturday  ,11,D51,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,73,Moss Park,73,Moss Park (73),-79.3696275644209,43.6571935544046
