OBJECTID,EVENT_UNIQUE_ID,OCC_DATE,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOW,OCC_DOY,DIVISION,HOMICIDE_TYPE,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84
181,GO-20061789165,2006.07.12,2006,July,12,Wednesday,193,D42,Shooting,144,Morningside Heights,131,Rouge (131),-79.2264549,43.82980644
182,GO-20061482034,2006.07.12,2006,July,12,Wednesday,193,D12,Shooting,115,Mount Dennis,115,Mount Dennis (115),-79.49201672,43.68791663
183,GO-20061786165,2006.07.12,2006,July,12,Wednesday,193,D42,Shooting,144,Morningside Heights,131,Rouge (131),-79.2264549,43.82980644
184,GO-20061720929,2006.07.14,2006,July,14,Friday,195,D23,Stabbing,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.59208407,43.73217463
185,GO-20061753633,2006.07.15,2006,July,15,Saturday,196,D54,Stabbing,54,O'Connor-Parkview,54,O'Connor-Parkview (54),-79.31062202,43.71379814
186,GO-20061436568,2006.07.17,2006,July,17,Monday,198,D52,Shooting,54,O'Connor-Parkview,54,O'Connor-Parkview (54),-79.31062202,43.71379814
187,GO-20061436461,2006.07.27,2006,July,27,Thursday,208,D42,Other,146,Malvern East,132,Malvern (132),-79.21694931,43.80723324
188,GO-20061684861,2006.08.05,2006,August,5,Saturday,217,D11,Other,85,South Parkdale,85,South Parkdale (85),-79.43660917,43.63872666
189,GO-20061467979,2006.09.11,2006,September,11,Monday,254,D52,Stabbing,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.38359055,43.65830353
190,GO-20061467979,2006.09.11,2006,September,11,Monday,254,D52,Stabbing,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.38359055,43.65830353
191,GO-20061442534,2006.09.14,2006,September,14,Thursday,257,D42,Shooting,148,East L'Amoreaux,117,L'Amoreaux (117),-79.30397793,43.80171363
192,GO-20061825448,2006.09.17,2006,September,17,Sunday,260,D43,Other,142,Woburn North,137,Woburn (137),-79.24036174,43.77045511
193,GO-20061873074,2006.09.17,2006,September,17,Sunday,260,D14,Shooting,85,South Parkdale,85,South Parkdale (85),-79.42913198,43.63857659
194,GO-20061859866,2006.09.17,2006,September,17,Sunday,260,D42,Stabbing,116,Steeles,116,Steeles (116),-79.32563718,43.80735835
195,GO-20061696275,2006.09.21,2006,September,21,Thursday,264,D41,Other,122,Birchcliffe-Cliffside,122,Birchcliffe-Cliffside (122),-79.25645598,43.71016858
196,GO-20061448580,2006.09.22,2006,September,22,Friday,265,D51,Other,167,Church-Wellesley,75,Church-Yonge Corridor (75),-79.38254178,43.66314727
197,GO-20061710058,2006.09.25,2006,September,25,Monday,268,D31,Shooting,21,Humber Summit,21,Humber Summit (21),-79.56910076,43.75904905
198,GO-20061904938,2006.10.06,2006,October,6,Friday,279,D22,Other,158,Islington,14,Islington-City Centre West (14),-79.56014355,43.64739045
199,GO-20061905589,2006.10.09,2006,October,9,Monday,282,D54,Shooting,43,Victoria Village,43,Victoria Village (43),-79.30446524,43.71890074
200,GO-20061855834,2006.10.11,2006,October,11,Wednesday,284,D51,Stabbing,71,Cabbagetown-South St.James Town,71,Cabbagetown-South St.James Town (71),-79.36352251,43.66623016
201,GO-20061696286,2006.10.17,2006,October,17,Tuesday,290,D41,Other,119,Wexford/Maryvale,119,Wexford/Maryvale (119),-79.30048125,43.72793571
202,GO-20061603174,2006.10.21,2006,October,21,Saturday,294,D43,Stabbing,134,Highland Creek,134,Highland Creek (134),-79.1943528,43.78927125
203,GO-20061877732,2006.10.27,2006,October,27,Friday,300,D22,Other,16,Stonegate-Queensway,16,Stonegate-Queensway (16),-79.49626393,43.62772797
204,GO-20061787320,2006.10.27,2006,October,27,Friday,300,D52,Shooting,164,Wellington Place,77,Waterfront Communities-The Island (77),-79.38735317,43.64881731
205,GO-20061470621,2006.11.05,2006,November,5,Sunday,309,D54,Stabbing,43,Victoria Village,43,Victoria Village (43),-79.30225605,43.71598276
206,GO-20061470621,2006.11.05,2006,November,5,Sunday,309,D54,Stabbing,43,Victoria Village,43,Victoria Village (43),-79.30225605,43.71598276
207,GO-20061448992,2006.11.14,2006,November,14,Tuesday,318,D42,Shooting,145,Malvern West,132,Malvern (132),-79.22924026,43.80987415
208,GO-20061945800,2006.11.25,2006,November,25,Saturday,329,D11,Other,87,High Park-Swansea,87,High Park-Swansea (87),-79.48447934,43.64932424
209,GO-20061796411,2006.12.03,2006,December,3,Sunday,337,D14,Shooting,165,Harbourfront-CityPlace,77,Waterfront Communities-The Island (77),-79.39392521,43.64273279
210,GO-20061462848,2006.12.03,2006,December,3,Sunday,337,D42,Other,144,Morningside Heights,131,Rouge (131),-79.19713229,43.79676331
211,GO-20061451923,2006.12.20,2006,December,20,Wednesday,354,D51,Other,72,Regent Park,72,Regent Park (72),-79.35833029,43.66258988
212,GO-20061501929,2006.12.25,2006,December,25,Monday,359,D14,Shooting,85,South Parkdale,85,South Parkdale (85),-79.42737114,43.63895429
213,GO-20061490523,2006.12.26,2006,December,26,Tuesday,360,D23,Stabbing,4,Rexdale-Kipling,4,Rexdale-Kipling (4),-79.573471,43.72574435
214,GO-20061932560,2006.12.27,2006,December,27,Wednesday,361,D31,Shooting,24,Black Creek,24,Black Creek (24),-79.51937902,43.76449275
215,GO-20071875060,2007.01.01,2007,January,1,Monday,1,D42,Shooting,145,Malvern West,132,Malvern (132),-79.22821663,43.79998737
216,GO-20071763040,2007.01.11,2007,January,11,Thursday,11,D54,Shooting,44,Flemingdon Park,44,Flemingdon Park (44),-79.32319658,43.71194428
217,GO-20071441479,2007.01.11,2007,January,11,Thursday,11,D12,Other,113,Weston,113,Weston (113),-79.51457615,43.69952521
218,GO-20071993783,2007.01.14,2007,January,14,Sunday,14,D42,Shooting,128,Agincourt South-Malvern West,128,Agincourt South-Malvern West (128),-79.26697259,43.78077751
219,GO-20071492036,2007.01.20,2007,January,20,Saturday,20,D12,Stabbing,111,Rockcliffe-Smythe,111,Rockcliffe-Smythe (111),-79.47716257,43.67815359
220,GO-20071925141,2007.02.04,2007,February,4,Sunday,35,D43,Shooting,123,Cliffcrest,123,Cliffcrest (123),-79.22790402,43.72243113
221,GO-20073654724,2007.02.11,2007,February,11,Sunday,42,D51,Other,166,St Lawrence-East Bayfront-The Islands,77,Waterfront Communities-The Island (77),-79.3689964,43.6439325
222,GO-20071896894,2007.02.14,2007,February,14,Wednesday,45,D31,Stabbing,154,Oakdale-Beverley Heights,26,Downsview-Roding-CFB (26),-79.51320032,43.72550965
223,GO-20072425942,2007.02.22,2007,February,22,Thursday,53,D22,Stabbing,158,Islington,14,Islington-City Centre West (14),-79.5556868,43.64151474
224,GO-20072061133,2007.03.09,2007,March,9,Friday,68,D41,Stabbing,120,Clairlea-Birchmount,120,Clairlea-Birchmount (120),-79.29146059,43.72699014
225,GO-20072065992,2007.03.15,2007,March,15,Thursday,74,D31,Shooting,22,Humbermede,22,Humbermede (22),-79.54836887,43.7487717
226,GO-20071564750,2007.03.17,2007,March,17,Saturday,76,D13,Shooting,107,Oakwood Village,107,Oakwood Village (107),-79.44084118,43.69264824
227,GO-20071438873,2007.03.28,2007,March,28,Wednesday,87,D32,Other,151,Yonge-Doris,51,Willowdale East (51),-79.41492911,43.77990278
228,GO-20072090220,2007.04.02,2007,April,2,Monday,92,D31,Stabbing,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.51668932,43.75185003
229,GO-20072072766,2007.04.04,2007,April,4,Wednesday,94,D51,Shooting,71,Cabbagetown-South St.James Town,71,Cabbagetown-South St.James Town (71),-79.36867061,43.66784239
230,GO-20071447527,2007.04.05,2007,April,5,Thursday,95,D22,Shooting,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),-79.58664758,43.75268118
231,GO-20071606685,2007.04.06,2007,April,6,Friday,96,D43,Other,142,Woburn North,137,Woburn (137),-79.22839199,43.76062488
232,GO-20072086798,2007.04.09,2007,April,9,Monday,99,D32,Stabbing,34,Bathurst Manor,34,Bathurst Manor (34),-79.44053044,43.7551159
233,GO-20071842715,2007.04.12,2007,April,12,Thursday,102,D43,Shooting,68,North Riverdale,68,North Riverdale (68),-79.35443287,43.66501487
234,GO-20072003231,2007.04.13,2007,April,13,Friday,103,D41,Stabbing,124,Kennedy Park,124,Kennedy Park (124),-79.26328693,43.73332918
235,GO-20072178693,2007.04.21,2007,April,21,Saturday,111,D31,Shooting,154,Oakdale-Beverley Heights,26,Downsview-Roding-CFB (26),-79.52767803,43.71668856
236,GO-20072021610,2007.04.22,2007,April,22,Sunday,112,D54,Stabbing,67,Playter Estates-Danforth,67,Playter Estates-Danforth (67),-79.35074707,43.67778798
237,GO-20071971014,2007.04.29,2007,April,29,Sunday,119,D51,Other,167,Church-Wellesley,75,Church-Yonge Corridor (75),-79.38678443,43.67022021
238,GO-20072149719,2007.05.08,2007,May,8,Tuesday,128,D43,Other,135,Morningside,135,Morningside (135),-79.20497235,43.78259513
239,GO-20072198590,2007.05.09,2007,May,9,Wednesday,129,D42,Shooting,143,West Rouge,131,Rouge (131),-79.17949528,43.80427292
240,GO-20072226769,2007.05.14,2007,May,14,Monday,134,D23,Other,5,Elms-Old Rexdale,5,Elms-Old Rexdale (5),-79.55179877,43.72687392
241,GO-20072163954,2007.05.18,2007,May,18,Friday,138,D53,Shooting,99,Mount Pleasant East,99,Mount Pleasant East (99),-79.38887553,43.70864782
242,GO-20072151831,2007.05.20,2007,May,20,Sunday,140,D14,Shooting,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.40130813,43.64966681
243,GO-20072044021,2007.05.21,2007,May,21,Monday,141,D31,Shooting,22,Humbermede,22,Humbermede (22),-79.5401288,43.74178779
244,GO-20071902458,2007.05.23,2007,May,23,Wednesday,143,D31,Shooting,42,Banbury-Don Mills,42,Banbury-Don Mills (42),-79.3495637,43.75179123
245,GO-20072226684,2007.05.26,2007,May,26,Saturday,146,D55,Other,73,Moss Park,73,Moss Park (73),-79.3627368,43.65156237
246,GO-20072055785,2007.05.30,2007,May,30,Wednesday,150,D14,Other,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.39743417,43.65307402
247,GO-20072243955,2007.06.05,2007,June,5,Tuesday,156,D33,Stabbing,150,Fenside-Parkwoods,45,Parkwoods-Donalda (45),-79.31870381,43.75991896
248,GO-20072066379,2007.06.09,2007,June,9,Saturday,160,D23,Shooting,3,Thistletown-Beaumond Heights,3,Thistletown-Beaumond Heights (3),-79.57830605,43.73549837
249,GO-20072127704,2007.06.17,2007,June,17,Sunday,168,D13,Other,109,Caledonia-Fairbank,109,Caledonia-Fairbank (109),-79.45926909,43.68927628
250,GO-20072064605,2007.06.25,2007,June,25,Monday,176,D42,Stabbing,144,Morningside Heights,131,Rouge (131),-79.21791762,43.82286432
251,GO-20072064605,2007.06.25,2007,June,25,Monday,176,D42,Stabbing,144,Morningside Heights,131,Rouge (131),-79.21791762,43.82286432
252,GO-20072315548,2007.06.29,2007,June,29,Friday,180,D51,Stabbing,72,Regent Park,72,Regent Park (72),-79.36601253,43.65943484
253,GO-20072304950,2007.07.03,2007,July,3,Tuesday,184,D32,Shooting,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),-79.44785913,43.72058451
254,GO-20072122523,2007.07.04,2007,July,4,Wednesday,185,D42,Shooting,143,West Rouge,131,Rouge (131),-79.15384764,43.79764065
255,GO-20072122523,2007.07.04,2007,July,4,Wednesday,185,D42,Shooting,143,West Rouge,131,Rouge (131),-79.15384764,43.79764065
256,GO-20072126683,2007.07.07,2007,July,7,Saturday,188,D43,Stabbing,136,West Hill,136,West Hill (136),-79.19473833,43.76200812
257,GO-20072043425,2007.07.17,2007,July,17,Tuesday,198,D43,Stabbing,142,Woburn North,137,Woburn (137),-79.23079765,43.7802622
258,GO-20072226971,2007.07.21,2007,July,21,Saturday,202,D13,Shooting,107,Oakwood Village,107,Oakwood Village (107),-79.44029935,43.69233178
259,GO-20072162156,2007.07.22,2007,July,22,Sunday,203,D31,Shooting,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.50498273,43.74139537
260,GO-20072096282,2007.07.22,2007,July,22,Sunday,203,D51,Shooting,74,North St.James Town,74,North St.James Town (74),-79.37510285,43.67049415
261,GO-20072253925,2007.07.22,2007,July,22,Sunday,203,D52,Shooting,164,Wellington Place,77,Waterfront Communities-The Island (77),-79.38868029,43.64819386
262,GO-20072314144,2007.07.28,2007,July,28,Saturday,209,D42,Shooting,144,Morningside Heights,131,Rouge (131),-79.21190638,43.8184359
263,GO-20072133216,2007.07.28,2007,July,28,Saturday,209,D11,Other,90,Junction Area,90,Junction Area (90),-79.4645541,43.66539823
264,GO-20072344083,2007.07.29,2007,July,29,Sunday,210,D43,Stabbing,138,Eglinton East,138,Eglinton East (138),-79.23835825,43.73884696
265,GO-20072177286,2007.07.30,2007,July,30,Monday,211,D23,Shooting,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.59353596,43.73376578
266,GO-20072082431,2007.08.04,2007,August,4,Saturday,216,D51,Shooting,72,Regent Park,72,Regent Park (72),-79.36233057,43.66296537
267,GO-20072187991,2007.08.09,2007,August,9,Thursday,221,D14,Stabbing,162,West Queen West,81,Trinity-Bellwoods (81),-79.41125629,43.64574245
268,GO-20072426042,2007.08.16,2007,August,16,Thursday,228,D31,Shooting,24,Black Creek,24,Black Creek (24),-79.51928818,43.77026626
269,GO-20072421599,2007.08.22,2007,August,22,Wednesday,234,D41,Other,123,Cliffcrest,123,Cliffcrest (123),-79.22911791,43.72797886
270,GO-20072383826,2007.08.22,2007,August,22,Wednesday,234,D53,Stabbing,55,Thorncliffe Park,55,Thorncliffe Park (55),-79.34784325,43.70257059
271,GO-20072077377,2007.08.26,2007,August,26,Sunday,238,D11,Shooting,121,Oakridge,121,Oakridge (121),-79.28351257,43.69406136
272,GO-20072442324,2007.08.31,2007,August,31,Friday,243,D42,Other,129,Agincourt North,129,Agincourt North (129),-79.28339971,43.80508151
273,GO-20072357094,2007.09.01,2007,September,1,Saturday,244,D41,Other,120,Clairlea-Birchmount,120,Clairlea-Birchmount (120),-79.28743475,43.70793163
274,GO-20072479780,2007.09.07,2007,September,7,Friday,250,D13,Other,107,Oakwood Village,107,Oakwood Village (107),-79.44151246,43.68304622
275,GO-20072265196,2007.09.11,2007,September,11,Tuesday,254,D41,Stabbing,126,Dorset Park,126,Dorset Park (126),-79.27978261,43.74851735
276,GO-20072373579,2007.09.11,2007,September,11,Tuesday,254,D31,Other,28,Rustic,28,Rustic (28),-79.50482849,43.70663913
277,GO-20072304687,2007.09.19,2007,September,19,Wednesday,262,D52,Shooting,168,Downtown Yonge East,75,Church-Yonge Corridor (75),-79.38248706,43.65990664
278,GO-20072430194,2007.09.25,2007,September,25,Tuesday,268,D33,Other,150,Fenside-Parkwoods,45,Parkwoods-Donalda (45),-79.34464662,43.76463197
279,GO-20072373602,2007.09.28,2007,September,28,Friday,271,D31,Shooting,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.51707116,43.75484813
280,GO-20072539175,2007.10.02,2007,October,2,Tuesday,275,D31,Stabbing,155,Downsview,26,Downsview-Roding-CFB (26),-79.48963037,43.73635529
281,GO-20072432106,2007.10.06,2007,October,6,Saturday,279,D12,Shooting,111,Rockcliffe-Smythe,111,Rockcliffe-Smythe (111),-79.49093396,43.67124454
282,GO-20072424127,2007.10.08,2007,October,8,Monday,281,D13,Shooting,94,Wychwood,94,Wychwood (94),-79.43128942,43.68052032
283,GO-20071902459,2007.10.09,2007,October,9,Tuesday,282,D31,Shooting,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.51138706,43.75012851
284,GO-20072421605,2007.10.14,2007,October,14,Sunday,287,D41,Shooting,119,Wexford/Maryvale,119,Wexford/Maryvale (119),-79.31014981,43.75701776
285,GO-20072538165,2007.10.18,2007,October,18,Thursday,291,D33,Other,48,Hillcrest Village,48,Hillcrest Village (48),-79.36037797,43.80950415
286,GO-20072371208,2007.10.21,2007,October,21,Sunday,294,D55,Shooting,68,North Riverdale,68,North Riverdale (68),-79.35227629,43.66587776
287,GO-20072404032,2007.10.27,2007,October,27,Saturday,300,D22,Shooting,159,Etobicoke City Centre,14,Islington-City Centre West (14),-79.53055002,43.64676715
288,GO-20072345705,2007.11.03,2007,November,3,Saturday,307,D31,Stabbing,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.51568116,43.74914154
289,GO-20072403226,2007.11.06,2007,November,6,Tuesday,310,D51,Shooting,73,Moss Park,73,Moss Park (73),-79.36694949,43.65649381
290,GO-20072424731,2007.11.23,2007,November,23,Friday,327,D54,Stabbing,54,O'Connor-Parkview,54,O'Connor-Parkview (54),-79.30895123,43.71051891
291,GO-20072528917,2007.11.23,2007,November,23,Friday,327,D42,Shooting,118,Tam O'Shanter-Sullivan,118,Tam O'Shanter-Sullivan (118),-79.29934459,43.78358871
292,GO-20072507368,2007.11.23,2007,November,23,Friday,327,D42,Shooting,145,Malvern West,132,Malvern (132),-79.23492819,43.79465607
293,GO-20072345729,2007.11.25,2007,November,25,Sunday,329,D31,Shooting,24,Black Creek,24,Black Creek (24),-79.51476374,43.76720514
294,GO-20072370103,2007.11.28,2007,November,28,Wednesday,332,D43,Shooting,135,Morningside,135,Morningside (135),-79.19621683,43.7866207
295,GO-20073098346,2007.12.01,2007,December,1,Saturday,335,D43,Stabbing,156,Bendale-Glen Andrew,127,Bendale (127),-79.25388925,43.77519892
296,GO-20072101272,2007.12.02,2007,December,2,Sunday,336,D42,Shooting,146,Malvern East,132,Malvern (132),-79.21243507,43.81207513
297,GO-20072311686,2007.12.14,2007,December,14,Friday,348,D42,Shooting,144,Morningside Heights,131,Rouge (131),-79.21101573,43.8179017
298,GO-20072428698,2007.12.23,2007,December,23,Sunday,357,D51,Shooting,72,Regent Park,72,Regent Park (72),-79.35950161,43.65829519
299,GO-20072446147,2007.12.25,2007,December,25,Tuesday,359,D23,Stabbing,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),-79.58664758,43.75268118
300,GO-20072446147,2007.12.25,2007,December,25,Tuesday,359,D23,Stabbing,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),-79.58664758,43.75268118
301,GO-20082586541,2008.01.01,2008,January,1,Tuesday,1,D54,Stabbing,54,O'Connor-Parkview,54,O'Connor-Parkview (54),-79.31700399,43.70893849
302,GO-20082601995,2008.01.12,2008,January,12,Saturday,12,D51,Shooting,167,Church-Wellesley,75,Church-Yonge Corridor (75),-79.38580431,43.66919161
303,GO-20082532076,2008.01.17,2008,January,17,Thursday,17,D55,Shooting,70,South Riverdale,70,South Riverdale (70),-79.34945465,43.66614488
304,GO-20082605959,2008.01.22,2008,January,22,Tuesday,22,D31,Shooting,154,Oakdale-Beverley Heights,26,Downsview-Roding-CFB (26),-79.50960346,43.72488761
305,GO-20082520381,2008.02.01,2008,February,1,Friday,32,D43,Shooting,138,Eglinton East,138,Eglinton East (138),-79.24467607,43.74500868
306,GO-20082520381,2008.02.01,2008,February,1,Friday,32,D43,Shooting,138,Eglinton East,138,Eglinton East (138),-79.24467607,43.74500868
307,GO-20082428060,2008.02.17,2008,February,17,Sunday,48,D42,Shooting,145,Malvern West,132,Malvern (132),-79.23055871,43.81357225
308,GO-20082377423,2008.02.22,2008,February,22,Friday,53,D43,Shooting,141,Golfdale-Cedarbrae-Woburn,137,Woburn (137),-79.21141302,43.76372326
309,GO-20082604028,2008.02.23,2008,February,23,Saturday,54,D14,Other,81,Trinity-Bellwoods,81,Trinity-Bellwoods (81),-79.40976277,43.64839461
310,GO-20082615345,2008.02.25,2008,February,25,Monday,56,D55,Shooting,62,East End-Danforth,62,East End-Danforth (62),-79.30619872,43.68551301
311,GO-20082651936,2008.02.28,2008,February,28,Thursday,59,D32,Other,33,Clanton Park,33,Clanton Park (33),-79.45674748,43.75165693
312,GO-20082704738,2008.03.14,2008,March,14,Friday,74,D32,Shooting,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),-79.44662046,43.71891057
313,GO-20082722663,2008.03.18,2008,March,18,Tuesday,78,D22,Stabbing,13,Etobicoke West Mall,13,Etobicoke West Mall (13),-79.57031397,43.65192911
314,GO-20082371247,2008.03.18,2008,March,18,Tuesday,78,D55,Shooting,70,South Riverdale,70,South Riverdale (70),-79.34160386,43.6648381
315,GO-20082586161,2008.04.17,2008,April,17,Thursday,108,D14,Stabbing,171,Junction-Wallace Emerson,93,Dovercourt-Wallace Emerson-Junction (93),-79.445856,43.66205844
316,GO-20082743492,2008.04.30,2008,April,30,Wednesday,121,D12,Stabbing,90,Junction Area,90,Junction Area (90),-79.46501087,43.66799512
317,GO-20082651181,2008.05.04,2008,May,4,Sunday,125,D43,Stabbing,139,Scarborough Village,139,Scarborough Village (139),-79.21831054,43.74529871
318,GO-20082577122,2008.05.04,2008,May,4,Sunday,125,D43,Other,139,Scarborough Village,139,Scarborough Village (139),-79.21831054,43.74529871
319,GO-20082783886,2008.05.17,2008,May,17,Saturday,138,D33,Stabbing,42,Banbury-Don Mills,42,Banbury-Don Mills (42),-79.33518906,43.73125591
320,GO-20082783886,2008.05.17,2008,May,17,Saturday,138,D33,Other,42,Banbury-Don Mills,42,Banbury-Don Mills (42),-79.33518906,43.73125591
321,GO-20082853575,2008.05.28,2008,May,28,Wednesday,149,D42,Shooting,146,Malvern East,132,Malvern (132),-79.2139296,43.81054222
